sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Mark,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb
"Students whose ears and voices have been developed in incremental steps can sing parts well , simultaneously listening and tuning to the other part while singing their own .","Students/NNS whose/WP$ ears/NNS and/CC voices/NNS have/VBP been/VBN developed/VBN in/IN incremental/JJ steps/NNS can/MD sing/VB parts/NNS well/RB ,/, simultaneously/RB listening/VBG and/CC tuning/VBG to/TO the/DT other/JJ part/NN while/IN singing/VBG their/PRP$ own/JJ ./."," nmod:poss(ears-3, Students-1) nsubj(sing-13, Students-1) ref(Students-1, whose-2) nsubjpass(developed-8, ears-3) cc(ears-3, and-4) conj:and(ears-3, voices-5) nsubjpass(developed-8, voices-5) aux(developed-8, have-6) auxpass(developed-8, been-7) acl:relcl(Students-1, developed-8) case(steps-11, in-9) amod(steps-11, incremental-10) nmod:in(developed-8, steps-11) aux(sing-13, can-12) root(ROOT-0, sing-13) dobj(sing-13, parts-14) advmod(sing-13, well-15) advmod(listening-18, simultaneously-17) dep(sing-13, listening-18) cc(listening-18, and-19) dep(sing-13, tuning-20) conj:and(listening-18, tuning-20) case(part-24, to-21) det(part-24, the-22) amod(part-24, other-23) nmod:to(tuning-20, part-24) mark(singing-26, while-25) advcl(tuning-20, singing-26) nmod:poss(own-28, their-27) dobj(singing-26, own-28)  ",singing,26,"mark(singing-26, while-25) dobj(singing-26, own-28) advcl(tuning-20, singing-26) ",to the other part while singing their own .,VBG,[],,,,,['own'],[],[],['while'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
"Some discrepancies need to be recognized ; for instance , in Book I , the simple three-note songs have accompaniments far beyond the level of children who would be interested in singing such songs .","Some/DT discrepancies/NNS need/VBP to/TO be/VB recognized/VBN ;/: for/IN instance/NN ,/, in/IN Book/NNP I/NNP ,/, the/DT simple/JJ three-note/JJ songs/NNS have/VBP accompaniments/VBZ far/RB beyond/IN the/DT level/NN of/IN children/NNS who/WP would/MD be/VB interested/JJ in/IN singing/VBG such/JJ songs/NNS ./."," det(discrepancies-2, Some-1) nsubj(need-3, discrepancies-2) nsubjpass(recognized-6, discrepancies-2) root(ROOT-0, need-3) mark(recognized-6, to-4) auxpass(recognized-6, be-5) xcomp(need-3, recognized-6) case(instance-9, for-8) nmod:for(accompaniments-20, instance-9) case(I-13, in-11) compound(I-13, Book-12) nmod:in(accompaniments-20, I-13) det(songs-18, the-15) amod(songs-18, simple-16) amod(songs-18, three-note-17) nsubj(accompaniments-20, songs-18) aux(accompaniments-20, have-19) parataxis(need-3, accompaniments-20) advmod(accompaniments-20, far-21) case(level-24, beyond-22) det(level-24, the-23) nmod:beyond(far-21, level-24) case(children-26, of-25) nmod:of(level-24, children-26) nsubj(interested-30, children-26) ref(children-26, who-27) aux(interested-30, would-28) cop(interested-30, be-29) acl:relcl(children-26, interested-30) mark(singing-32, in-31) advcl(interested-30, singing-32) amod(songs-34, such-33) dobj(singing-32, songs-34)  ",singing,32,"mark(singing-32, in-31) dobj(singing-32, songs-34) advcl(interested-30, singing-32) ",who would be interested in singing such songs .,VBG,[],,,,,['songs'],[],[],['in'],[],[],[],[],[],[],[],[],[],[],[],['Book'],[],[],[],Book,other,,
"A teacher can teach song melodies and set instrumental parts to children , using many of the imitative techniques that are also employed in the "" process "" type lesson -- clapping , patschen , echo singing , and so on .","A/DT teacher/NN can/MD teach/VB song/NN melodies/NNS and/CC set/VB instrumental/JJ parts/NNS to/TO children/NNS ,/, using/VBG many/JJ of/IN the/DT imitative/JJ techniques/NNS that/WDT are/VBP also/RB employed/VBN in/IN the/DT ''/'' process/NN ''/'' type/NN lesson/NN --/: clapping/NN ,/, patschen/NN ,/, echo/VBP singing/NN ,/, and/CC so/RB on/IN ./."," det(teacher-2, A-1) nsubj(teach-4, teacher-2) nsubj(set-8, teacher-2) aux(teach-4, can-3) root(ROOT-0, teach-4) compound(melodies-6, song-5) dobj(teach-4, melodies-6) cc(teach-4, and-7) conj:and(teach-4, set-8) amod(parts-10, instrumental-9) dobj(set-8, parts-10) case(children-12, to-11) nmod:to(set-8, children-12) advcl(set-8, using-14) dobj(using-14, many-15) case(techniques-19, of-16) det(techniques-19, the-17) amod(techniques-19, imitative-18) nmod:of(many-15, techniques-19) nsubjpass(employed-23, techniques-19) ref(techniques-19, that-20) auxpass(employed-23, are-21) advmod(employed-23, also-22) acl:relcl(techniques-19, employed-23) case(the-25, in-24) advmod(employed-23, the-25) compound(lesson-30, process-27) compound(lesson-30, type-29) xcomp(employed-23, lesson-30) nsubj(echo-36, clapping-32) appos(clapping-32, patschen-34) parataxis(teach-4, echo-36) dobj(echo-36, singing-37) cc(so-40, and-39) advmod(echo-36, so-40) case(so-40, on-41)  ",singing,37,"dobj(echo-36, singing-37) ","clapping , patschen , echo singing , and so on .",NN,[],echo,VBP,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,plural
"Training includes classes in basic Orff techniques and procedures ( application with speech , singing , body percussion , movement , recorder , pitched and unpitched percussion , and sometimes supplementary topics as well ) .","Training/NNP includes/VBZ classes/NNS in/IN basic/JJ Orff/NN techniques/NNS and/CC procedures/NNS -LRB-/-LRB- application/NN with/IN speech/NN ,/, singing/NN ,/, body/NN percussion/NN ,/, movement/NN ,/, recorder/NN ,/, pitched/JJ and/CC unpitched/JJ percussion/NNS ,/, and/CC sometimes/RB supplementary/JJ topics/NNS as/RB well/RB -RRB-/-RRB- ./."," nsubj(includes-2, Training-1) root(ROOT-0, includes-2) dobj(includes-2, classes-3) case(techniques-7, in-4) amod(techniques-7, basic-5) compound(techniques-7, Orff-6) nmod:in(classes-3, techniques-7) cc(techniques-7, and-8) nmod:in(classes-3, procedures-9) conj:and(techniques-7, procedures-9) dep(techniques-7, application-11) case(percussion-27, with-12) compound(percussion-27, speech-13) dep(percussion-27, singing-15) dep(percussion-27, body-17) amod(percussion-27, percussion-18) conj:and(percussion-18, movement-20) amod(percussion-27, movement-20) conj:and(percussion-18, recorder-22) amod(percussion-27, recorder-22) conj:and(percussion-18, pitched-24) amod(percussion-27, pitched-24) cc(percussion-18, and-25) conj:and(percussion-18, unpitched-26) amod(percussion-27, unpitched-26) nmod:with(application-11, percussion-27) cc(application-11, and-29) advmod(topics-32, sometimes-30) amod(topics-32, supplementary-31) dep(techniques-7, topics-32) conj:and(application-11, topics-32) advmod(topics-32, as-33) mwe(as-33, well-34)  ",singing,15,"dep(percussion-27, singing-15) ","( application with speech , singing , body percussion , movement",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,
campaign that MENC and other music groups developed to extend awareness of music 's power and to encourage group singing In America .,campaign/NN that/DT MENC/NNP and/CC other/JJ music/NN groups/NNS developed/VBD to/TO extend/VB awareness/NN of/IN music/NN 's/POS power/NN and/CC to/TO encourage/VB group/NN singing/NN In/IN America/NNP ./.," nsubj(developed-8, campaign-1) det(MENC-3, that-2) dep(campaign-1, MENC-3) cc(MENC-3, and-4) amod(groups-7, other-5) compound(groups-7, music-6) dep(campaign-1, groups-7) conj:and(MENC-3, groups-7) root(ROOT-0, developed-8) mark(extend-10, to-9) ccomp(developed-8, extend-10) dobj(extend-10, awareness-11) case(power-15, of-12) nmod:poss(power-15, music-13) case(music-13, 's-14) nmod:of(awareness-11, power-15) cc(extend-10, and-16) mark(encourage-18, to-17) ccomp(developed-8, encourage-18) conj:and(extend-10, encourage-18) compound(singing-20, group-19) xcomp(encourage-18, singing-20) case(America-22, In-21) dep(singing-20, America-22)  ",singing,20,"compound(singing-20, group-19) dep(singing-20, America-22) xcomp(encourage-18, singing-20) ",power and to encourage group singing In America .,NN,[],encourage,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],['group'],[],[],[],[],[],[],[],,,singular,ambiguous
"( n5 ) In place of instrumental music , they used singing , hand clapping , and foot tapping to enable the members of the group to move together and make the activity more exciting and satisfying .","-LRB-/-LRB- n5/CD -RRB-/-RRB- In/IN place/NN of/IN instrumental/JJ music/NN ,/, they/PRP used/VBD singing/NN ,/, hand/NN clapping/NN ,/, and/CC foot/NN tapping/VBG to/TO enable/VB the/DT members/NNS of/IN the/DT group/NN to/TO move/VB together/RB and/CC make/VB the/DT activity/NN more/RBR exciting/JJ and/CC satisfying/JJ ./."," ccomp(used-11, n5-2) case(music-8, In-4) mwe(In-4, place-5) mwe(In-4, of-6) amod(music-8, instrumental-7) nmod:in_place_of(n5-2, music-8) nsubj(used-11, they-10) root(ROOT-0, used-11) dobj(used-11, singing-12) compound(clapping-15, hand-14) dobj(used-11, clapping-15) conj:and(singing-12, clapping-15) cc(singing-12, and-17) dobj(used-11, foot-18) conj:and(singing-12, foot-18) acl(foot-18, tapping-19) mark(enable-21, to-20) xcomp(tapping-19, enable-21) det(members-23, the-22) dobj(enable-21, members-23) case(group-26, of-24) det(group-26, the-25) nmod:of(members-23, group-26) mark(move-28, to-27) acl(group-26, move-28) advmod(move-28, together-29) cc(move-28, and-30) acl(group-26, make-31) conj:and(move-28, make-31) det(activity-33, the-32) nsubj(exciting-35, activity-33) nsubj(satisfying-37, activity-33) advmod(exciting-35, more-34) xcomp(make-31, exciting-35) cc(exciting-35, and-36) xcomp(make-31, satisfying-37) conj:and(exciting-35, satisfying-37)  ",singing,12,"conj:and(singing-12, clapping-15) cc(singing-12, and-17) conj:and(singing-12, foot-18) dobj(used-11, singing-12) ","instrumental music , they used singing , hand clapping , and",NN,[],used,VBD,object,[],[],[],[],[],[],[],[],[],[],[],"[('and', 'clapping'), ('and', 'foot')]",[],[],[],[],[],[],[],[],,,singular,ambiguous
"If singing and body percussion provided the music and the players knew the steps to follow by listening to the text or from memory , it was called a "" play party "" ; if instruments were used and a caller was needed to tell the dancers which steps to execute , it was called a dance.","If/IN singing/NN and/CC body/NN percussion/NNS provided/VBD the/DT music/NN and/CC the/DT players/NNS knew/VBD the/DT steps/NNS to/TO follow/VB by/IN listening/VBG to/TO the/DT text/NN or/CC from/IN memory/NN ,/, it/PRP was/VBD called/VBN a/SYM ''/'' play/VBP party/NN ''/'' ;/: if/IN instruments/NNS were/VBD used/VBN and/CC a/DT caller/NN was/VBD needed/VBN to/TO tell/VB the/DT dancers/NNS which/WDT steps/VBZ to/TO execute/VB ,/, it/PRP was/VBD called/VBN a/DT dance/NN ./."," mark(provided-6, If-1) compound(percussion-5, singing-2) cc(singing-2, and-3) conj:and(singing-2, body-4) compound(percussion-5, body-4) nsubj(provided-6, percussion-5) advcl(called-28, provided-6) det(music-8, the-7) nsubj(knew-12, music-8) cc(music-8, and-9) det(players-11, the-10) conj:and(music-8, players-11) nsubj(knew-12, players-11) ccomp(provided-6, knew-12) det(steps-14, the-13) dobj(knew-12, steps-14) mark(follow-16, to-15) advcl(knew-12, follow-16) mark(listening-18, by-17) advcl(follow-16, listening-18) advcl(follow-16, listening-18') conj:or(listening-18, listening-18') case(text-21, to-19) det(text-21, the-20) nmod:to(listening-18, text-21) cc(listening-18, or-22) case(memory-24, from-23) nmod:from(listening-18', memory-24) nsubjpass(called-28, it-26) auxpass(called-28, was-27) root(ROOT-0, called-28) dobj(called-28, a-29) acl:relcl(a-29, play-31) dobj(play-31, party-32) mark(used-38, if-35) nsubjpass(used-38, instruments-36) auxpass(used-38, were-37) advcl(called-55, used-38) cc(used-38, and-39) det(caller-41, a-40) nsubjpass(needed-43, caller-41) nsubj(tell-45, caller-41) auxpass(needed-43, was-42) conj:and(used-38, needed-43) advcl(called-55, needed-43) mark(tell-45, to-44) xcomp(needed-43, tell-45) det(dancers-47, the-46) dobj(tell-45, dancers-47) nsubj(steps-49, dancers-47) nsubj(execute-51, dancers-47) ref(dancers-47, which-48) acl:relcl(dancers-47, steps-49) mark(execute-51, to-50) xcomp(steps-49, execute-51) nsubjpass(called-55, it-53) auxpass(called-55, was-54) parataxis(called-28, called-55) det(dance-57, a-56) dobj(called-55, dance-57)  ",singing,2,"cc(singing-2, and-3) conj:and(singing-2, body-4) compound(percussion-5, singing-2) ",If singing and body percussion provided the,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'body')]",['percussion'],[],[],[],[],[],[],[],,,singular,
Children are famous for singing what they think they hear rather than what is actually said .,Children/NNP are/VBP famous/JJ for/IN singing/VBG what/WP they/PRP think/VBP they/PRP hear/VBP rather/RB than/IN what/WP is/VBZ actually/RB said/VBN ./.," nsubj(famous-3, Children-1) cop(famous-3, are-2) root(ROOT-0, famous-3) mark(singing-5, for-4) advcl(famous-3, singing-5) dobj(think-8, what-6) nsubj(think-8, they-7) dobj(singing-5, think-8) nsubj(hear-10, they-9) ccomp(think-8, hear-10) cc(think-8, rather-11) mwe(rather-11, than-12) nsubjpass(said-16, what-13) auxpass(said-16, is-14) advmod(said-16, actually-15) dobj(singing-5, said-16) conj:negcc(think-8, said-16)  ",singing,5,"mark(singing-5, for-4) dobj(singing-5, think-8) dobj(singing-5, said-16) advcl(famous-3, singing-5) ",Children are famous for singing what they think they hear,VBG,[],,,,,"['think', 'said']",[],[],['for'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
Some teachers have found that an occasional evening with other teachers in their area spent singing choral music or playing recorders and discussing teaching ideas provides as much stimulation as a workshop or clinic .,Some/DT teachers/NNS have/VBP found/VBN that/IN an/DT occasional/JJ evening/NN with/IN other/JJ teachers/NNS in/IN their/PRP$ area/NN spent/VBN singing/VBG choral/JJ music/NN or/CC playing/NN recorders/NNS and/CC discussing/VBG teaching/NN ideas/NNS provides/VBZ as/IN much/JJ stimulation/NN as/IN a/DT workshop/NN or/CC clinic/NN ./.," det(teachers-2, Some-1) nsubj(found-4, teachers-2) aux(found-4, have-3) root(ROOT-0, found-4) mark(provides-26, that-5) det(evening-8, an-6) amod(evening-8, occasional-7) nsubj(provides-26, evening-8) case(teachers-11, with-9) amod(teachers-11, other-10) nmod:with(evening-8, teachers-11) case(area-14, in-12) nmod:poss(area-14, their-13) nmod:in(teachers-11, area-14) acl(area-14, spent-15) ccomp(spent-15, singing-16) amod(music-18, choral-17) dobj(singing-16, music-18) cc(music-18, or-19) compound(recorders-21, playing-20) dobj(singing-16, recorders-21) conj:or(music-18, recorders-21) cc(singing-16, and-22) ccomp(spent-15, discussing-23) conj:and(singing-16, discussing-23) compound(ideas-25, teaching-24) dobj(discussing-23, ideas-25) ccomp(found-4, provides-26) case(stimulation-29, as-27) amod(stimulation-29, much-28) nmod:as(provides-26, stimulation-29) case(workshop-32, as-30) det(workshop-32, a-31) nmod:as(provides-26, workshop-32) cc(workshop-32, or-33) nmod:as(provides-26, clinic-34) conj:or(workshop-32, clinic-34)  ",singing,16,"dobj(singing-16, music-18) dobj(singing-16, recorders-21) cc(singing-16, and-22) conj:and(singing-16, discussing-23) ccomp(spent-15, singing-16) ",teachers in their area spent singing choral music or playing recorders,VBG,[],spent,VBN,object,[],"['music', 'recorders']",[],[],[],[],[],[],[],[],[],"[('and', 'discussing')]",[],[],[],[],[],[],[],[],,,,ambiguous
"The teacher should not be discouraged if the course seems to put more emphasis on apparently irrelevant things such as philosophy , solfege , choral singing , and folk song analysis instead of what would appear to be immediately necessary : teaching materials , lesson plans , and lots of ideas .","The/DT teacher/NN should/MD not/RB be/VB discouraged/VBN if/IN the/DT course/NN seems/VBZ to/TO put/VB more/JJR emphasis/NN on/IN apparently/RB irrelevant/JJ things/NNS such/JJ as/IN philosophy/NN ,/, solfege/NN ,/, choral/JJ singing/NN ,/, and/CC folk/NN song/NN analysis/NN instead/RB of/IN what/WP would/MD appear/VB to/TO be/VB immediately/RB necessary/JJ :/: teaching/VBG materials/NNS ,/, lesson/NN plans/NNS ,/, and/CC lots/NNS of/IN ideas/NNS ./."," det(teacher-2, The-1) nsubjpass(discouraged-6, teacher-2) aux(discouraged-6, should-3) neg(discouraged-6, not-4) auxpass(discouraged-6, be-5) root(ROOT-0, discouraged-6) mark(seems-10, if-7) det(course-9, the-8) nsubj(seems-10, course-9) nsubj(put-12, course-9) dobj(discouraged-6, seems-10) mark(put-12, to-11) xcomp(seems-10, put-12) amod(emphasis-14, more-13) dobj(put-12, emphasis-14) case(things-18, on-15) advmod(irrelevant-17, apparently-16) amod(things-18, irrelevant-17) nmod:on(put-12, things-18) case(philosophy-21, such-19) mwe(such-19, as-20) nmod:such_as(things-18, philosophy-21) nmod:such_as(things-18, solfege-23) conj:and(philosophy-21, solfege-23) amod(singing-26, choral-25) nmod:such_as(things-18, singing-26) conj:and(philosophy-21, singing-26) cc(philosophy-21, and-28) compound(analysis-31, folk-29) compound(analysis-31, song-30) nmod:such_as(things-18, analysis-31) conj:and(philosophy-21, analysis-31) cc(seems-10, instead-32) mwe(instead-32, of-33) nsubj(appear-36, what-34) nsubj(necessary-40, what-34) aux(appear-36, would-35) dobj(discouraged-6, appear-36) conj:negcc(seems-10, appear-36) mark(necessary-40, to-37) cop(necessary-40, be-38) advmod(necessary-40, immediately-39) xcomp(appear-36, necessary-40) parataxis(necessary-40, teaching-42) dobj(teaching-42, materials-43) compound(plans-46, lesson-45) dobj(teaching-42, plans-46) conj:and(materials-43, plans-46) cc(materials-43, and-48) dobj(teaching-42, lots-49) conj:and(materials-43, lots-49) case(ideas-51, of-50) nmod:of(lots-49, ideas-51)  ",singing,26,"amod(singing-26, choral-25) nmod:such_as(things-18, singing-26) conj:and(philosophy-21, singing-26) ","philosophy , solfege , choral singing , and folk song analysis",NN,[],,,,,[],[],[],[],[],"[('such_as', 'things')]",['such_as'],['things'],[],[],"[('and', 'philosophy')]",[],['choral'],[],[],[],[],[],[],,,singular,
"Some memorable clips have included students from Palm Avenue Exceptional Student Center in Jacksonville , Florida , singing "" Get on Board This Train , "" while using a real caboose as a backdrop in 1996 .","Some/DT memorable/JJ clips/NNS have/VBP included/VBN students/NNS from/IN Palm/NNP Avenue/NNP Exceptional/NNP Student/NNP Center/NNP in/IN Jacksonville/NNP ,/, Florida/NNP ,/, singing/NNP ''/'' Get/NNP on/IN Board/NNP This/NNP Train/NNP ,/, ''/'' while/IN using/VBG a/DT real/JJ caboose/NN as/IN a/DT backdrop/NN in/IN 1996/CD ./."," det(clips-3, Some-1) amod(clips-3, memorable-2) nsubj(included-5, clips-3) aux(included-5, have-4) root(ROOT-0, included-5) dobj(included-5, students-6) case(Center-12, from-7) compound(Center-12, Palm-8) compound(Center-12, Avenue-9) compound(Center-12, Exceptional-10) compound(Center-12, Student-11) nmod:from(included-5, Center-12) case(Get-20, in-13) compound(Get-20, Jacksonville-14) appos(Get-20, Florida-16) appos(Get-20, singing-18) nmod:in(Center-12, Get-20) case(Train-24, on-21) compound(Train-24, Board-22) compound(Train-24, This-23) nmod:on(Get-20, Train-24) mark(using-28, while-27) advcl(included-5, using-28) det(caboose-31, a-29) amod(caboose-31, real-30) dobj(using-28, caboose-31) case(backdrop-34, as-32) det(backdrop-34, a-33) nmod:as(using-28, backdrop-34) case(1996-36, in-35) nmod:in(backdrop-34, 1996-36)  ",singing,18,"appos(Get-20, singing-18) ","in Jacksonville , Florida , singing "" Get on Board This",NNP,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['modifier', 'Get']",,,singular,
